"tick";"Projects under construction";"Projects awaiting investment decision";"Projects in concession queue";"Projects identifyed";"Potential projects";"Projects trashed";"Total plants and projects";"Powerplants Norway";"Powerplants Sweden"
62.0;19.0;174.0;49.0;106.0;0.0;0.0;481.0;16.0;117.0
63.0;19.0;174.0;49.0;106.0;0.0;0.0;481.0;16.0;117.0
64.0;19.0;174.0;49.0;106.0;0.0;0.0;481.0;16.0;117.0
65.0;19.0;174.0;49.0;106.0;0.0;0.0;481.0;16.0;117.0
66.0;19.0;174.0;49.0;106.0;0.0;0.0;481.0;16.0;117.0
67.0;19.0;174.0;49.0;106.0;0.0;0.0;481.0;16.0;117.0
68.0;19.0;174.0;49.0;106.0;0.0;0.0;481.0;16.0;117.0
69.0;19.0;174.0;49.0;106.0;0.0;0.0;481.0;16.0;117.0
70.0;19.0;174.0;49.0;106.0;0.0;0.0;481.0;16.0;117.0
71.0;19.0;174.0;49.0;106.0;0.0;0.0;481.0;16.0;117.0
72.0;4.0;193.0;29.0;106.0;0.0;0.0;481.0;20.0;129.0
73.0;4.0;193.0;29.0;106.0;0.0;0.0;481.0;20.0;129.0
74.0;4.0;193.0;29.0;106.0;0.0;0.0;481.0;20.0;129.0
75.0;4.0;193.0;29.0;106.0;0.0;0.0;481.0;20.0;129.0
76.0;4.0;193.0;29.0;106.0;0.0;0.0;481.0;20.0;129.0
77.0;4.0;193.0;29.0;106.0;0.0;0.0;481.0;20.0;129.0
78.0;4.0;193.0;29.0;106.0;0.0;0.0;481.0;20.0;129.0
79.0;4.0;193.0;29.0;106.0;0.0;0.0;481.0;20.0;129.0
80.0;4.0;193.0;29.0;106.0;0.0;0.0;481.0;20.0;129.0
81.0;4.0;193.0;29.0;106.0;0.0;0.0;481.0;20.0;129.0
82.0;4.0;193.0;29.0;106.0;0.0;0.0;481.0;20.0;129.0
83.0;4.0;193.0;29.0;106.0;0.0;0.0;481.0;20.0;129.0
84.0;0.0;193.0;1.0;106.0;0.0;28.0;481.0;21.0;132.0
85.0;0.0;193.0;1.0;106.0;0.0;28.0;481.0;21.0;132.0
86.0;0.0;193.0;1.0;106.0;0.0;28.0;481.0;21.0;132.0
87.0;0.0;193.0;1.0;106.0;0.0;28.0;481.0;21.0;132.0
88.0;0.0;193.0;1.0;106.0;0.0;28.0;481.0;21.0;132.0
89.0;0.0;193.0;1.0;106.0;0.0;28.0;481.0;21.0;132.0
90.0;0.0;193.0;1.0;106.0;0.0;28.0;481.0;21.0;132.0
91.0;0.0;193.0;1.0;106.0;0.0;28.0;481.0;21.0;132.0
92.0;0.0;193.0;1.0;106.0;0.0;28.0;481.0;21.0;132.0
93.0;0.0;193.0;1.0;106.0;0.0;28.0;481.0;21.0;132.0
94.0;0.0;193.0;1.0;106.0;0.0;28.0;481.0;21.0;132.0
95.0;0.0;193.0;1.0;106.0;0.0;28.0;481.0;21.0;132.0
96.0;3.0;190.0;0.0;106.0;0.0;29.0;481.0;21.0;132.0
97.0;3.0;190.0;0.0;106.0;0.0;29.0;481.0;21.0;132.0
98.0;3.0;190.0;0.0;106.0;0.0;29.0;481.0;21.0;132.0
99.0;3.0;190.0;0.0;106.0;0.0;29.0;481.0;21.0;132.0
100.0;3.0;190.0;0.0;106.0;0.0;29.0;481.0;21.0;132.0
101.0;3.0;190.0;0.0;106.0;0.0;29.0;481.0;21.0;132.0
102.0;3.0;190.0;0.0;106.0;0.0;29.0;481.0;21.0;132.0
103.0;3.0;190.0;0.0;106.0;0.0;29.0;481.0;21.0;132.0
104.0;3.0;190.0;0.0;106.0;0.0;29.0;481.0;21.0;132.0
105.0;3.0;190.0;0.0;106.0;0.0;29.0;481.0;21.0;132.0
106.0;3.0;190.0;0.0;106.0;0.0;29.0;481.0;21.0;132.0
107.0;3.0;190.0;0.0;106.0;0.0;29.0;481.0;21.0;132.0
108.0;4.0;186.0;0.0;106.0;0.0;29.0;481.0;21.0;135.0
109.0;4.0;186.0;0.0;106.0;0.0;29.0;481.0;21.0;135.0
110.0;4.0;186.0;0.0;106.0;0.0;29.0;481.0;21.0;135.0
111.0;4.0;186.0;0.0;106.0;0.0;29.0;481.0;21.0;135.0
112.0;4.0;186.0;0.0;106.0;0.0;29.0;481.0;21.0;135.0
113.0;4.0;186.0;0.0;106.0;0.0;29.0;481.0;21.0;135.0
114.0;4.0;186.0;0.0;106.0;0.0;29.0;481.0;21.0;135.0
115.0;4.0;186.0;0.0;106.0;0.0;29.0;481.0;21.0;135.0
116.0;4.0;186.0;0.0;106.0;0.0;29.0;481.0;21.0;135.0
117.0;4.0;186.0;0.0;106.0;0.0;29.0;481.0;21.0;135.0
118.0;4.0;186.0;0.0;106.0;0.0;29.0;481.0;21.0;135.0
119.0;4.0;186.0;0.0;106.0;0.0;29.0;481.0;21.0;135.0
120.0;9.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;139.0
121.0;9.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;139.0
122.0;9.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;139.0
123.0;9.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;139.0
124.0;9.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;139.0
125.0;9.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;139.0
126.0;9.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;139.0
127.0;9.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;139.0
128.0;9.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;139.0
129.0;9.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;139.0
130.0;9.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;139.0
131.0;9.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;139.0
132.0;1.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;147.0
133.0;1.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;147.0
134.0;1.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;147.0
135.0;1.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;147.0
136.0;1.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;147.0
137.0;1.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;147.0
138.0;1.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;147.0
139.0;1.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;147.0
140.0;1.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;147.0
141.0;1.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;147.0
142.0;1.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;147.0
143.0;1.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;147.0
144.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
145.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
146.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
147.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
148.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
149.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
150.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
151.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
152.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
153.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
154.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
155.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
156.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
157.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
158.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
159.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
160.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
161.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
162.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
163.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
164.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
165.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
166.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
167.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
168.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
169.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
170.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
171.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
172.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
173.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
174.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
175.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
176.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
177.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
178.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
179.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
180.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
181.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
182.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
183.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
184.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
185.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
186.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
187.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
188.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
189.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
190.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
191.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
192.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
193.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
194.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
195.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
196.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
197.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
198.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
199.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
200.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
201.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
202.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
203.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
204.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
205.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
206.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
207.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
208.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
209.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
210.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
211.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
212.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
213.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
214.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
215.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
216.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
217.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
218.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
219.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
220.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
221.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
222.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
223.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
224.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
225.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
226.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
227.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
228.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
229.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
230.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
231.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
232.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
233.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
234.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
235.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
236.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
237.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
238.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
239.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
240.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
241.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
242.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
243.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
244.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
245.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
246.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
247.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
248.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
249.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
250.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
251.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
252.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
253.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
254.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
255.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
256.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
257.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
258.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
259.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
260.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
261.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
262.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
263.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
264.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
265.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
266.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
267.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
268.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
269.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
270.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
271.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
272.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
273.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
274.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
275.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
276.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
277.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
278.0;0.0;177.0;0.0;106.0;0.0;29.0;481.0;21.0;148.0
